seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hfk.hf.padj,hfk.hf.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr6,81638318,81638371,54,+,1652,peak776,Gm26264,NA,NA,NA,NA,NA,FALSE,NA,exon,Gm26264,9.720010628864827e-8,-7.782580135823148,NA,miR-205-5p,NA,miR-10-5p,ENSMUSG00000065212,"NA",NA
chr6,135367809,135367861,53,+,1363,peak794,NA,Emp1,NA,NA,NA,NA,FALSE,NA,intron,Emp1,8.446202742498046e-5,-5.360312520945586,NA,NA,NA,NA,ENSMUSG00000030208,P47801,13730
chr6,72612022,72612042,21,-,1548,peak805,Tgoln1,NA,NA,NA,Tgoln1,NA,FALSE,NA,utr3,Tgoln1,0.0277304376984223,-1.3301814646821803,NA,miR-27-3p,NA,NA,ENSMUSG00000056429,Q62313,22134
chr6,82726899,82726951,53,-,2104,peak810,Hk2,NA,NA,NA,Hk2,NA,FALSE,NA,utr3,Hk2,1.46423689153102e-4,-5.047997393370397,NA,NA,NA,miR-532-5p,ENSMUSG00000000628,O08528,15277
chr6,97287839,97287885,47,-,1323,peak814,Frmd4b,NA,NA,NA,Frmd4b,NA,FALSE,NA,utr3,Frmd4b,0.02812145839073511,-5.884479710629026,miR-26-5p,miR-200-3p/429-3p,miR-16-2-3p,NA,ENSMUSG00000030064,Q920B0,232288
chr6,97572095,97572147,53,-,2021,peak815,Gm23510,Frmd4b,NA,NA,NA,NA,FALSE,NA,exon,Gm23510 Frmd4b,1.6846394787686716e-8,-7.642677568806223,NA,NA,NA,NA,NA,Q920B0,NA
chr6,131321850,131321920,71,-,1546,peak822,NA,Styk1,NA,NA,NA,NA,FALSE,NA,intron,Styk1,8.08684331998846e-5,-5.580584429608338,NA,NA,NA,NA,ENSMUSG00000032899,Q6J9G1,243659
chr7,19965916,19965970,55,+,3321,peak827,NA,Ceacam20,NA,NA,NA,NA,FALSE,NA,intron,Ceacam20,0.0010242555333795835,-8.39044100293353,NA,NA,NA,NA,ENSMUSG00000070777,Q9D2Z1,71601
chr7,28839730,28839789,60,+,1870,peak829,NA,Lgals4,NA,NA,NA,NA,FALSE,NA,intron,Lgals4,1.2520174522158511e-6,-7.692828809732389,NA,NA,miR-378-3p,NA,ENSMUSG00000053964,Q8K419,16855
chr7,47054669,47054718,50,+,1326,peak831,Tmem86a,NA,NA,NA,Tmem86a,NA,FALSE,NA,utr3,Tmem86a,1.2191107276694586e-6,-4.603725898153535,miR-33-5p,NA,NA,NA,ENSMUSG00000010307,Q9D8N3,67893
chr7,59286215,59286260,46,+,1444,peak832,Ube3a,Ube3a,NA,NA,NA,NA,FALSE,NA,exon,Ube3a,3.250000194001865e-4,-3.3431606376989507,NA,miR-224-5p,NA,NA,ENSMUSG00000025326,O08759,22215
chr7,120182680,120182734,55,+,2946,peak841,Anks4b,NA,NA,NA,NA,NA,FALSE,NA,exon,Anks4b,4.7199803813248106e-5,-4.380333750240986,NA,NA,NA,NA,ENSMUSG00000030909,Q8K3X6,72074
chr7,140924102,140924152,51,+,2312,peak846,Nlrp6,NA,NA,NA,NA,NA,FALSE,NA,exon,Nlrp6,2.5616201220228636e-6,-4.2146387063593025,NA,miR-484,NA,NA,ENSMUSG00000038745,Q91WS2,101613
chr7,4548766,4548820,55,-,1511,peak850,Ptprh,NA,NA,Syt5,Ptprh,Ptprh,FALSE,NA,utr3,Ptprh,0.022419657432795902,-2.0397522819445895,NA,miR-196-5p,NA,miR-10-5p,ENSMUSG00000035429,E9Q0N2,545902
chr8,77171864,77171920,57,+,1807,peak881,NA,Nr3c2,NA,NA,NA,NA,FALSE,NA,intron,Nr3c2,1.3503994396324208e-6,-6.777015698838697,NA,NA,NA,miR-345-5p,ENSMUSG00000031618,Q8VII8,110784
chr8,71457255,71457310,56,-,1494,peak897,Abhd8,NA,NA,NA,NA,NA,FALSE,NA,exon,Abhd8,1.0055162726870698e-5,-3.9431534550010494,miR-194-5p,NA,NA,NA,ENSMUSG00000007950,Q8R0P8,64296
chr9,74059375,74059424,50,+,4963,peak915,n-R5s86,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s86,1.6846394787686716e-8,-5.41932131377813,miR-26-5p,NA,NA,miR-10-5p,ENSMUSG00000095631,"NA",NA
chr9,15284686,15284741,56,-,2031,peak933,RP23-424C4.5,NA,NA,NA,RP23-424C4.5,NA,FALSE,NA,utr3,RP23-424C4.5,0.05494316189736951,-5.283139714016246,NA,NA,NA,NA,NA,"NA",NA
chr9,31436573,31436629,57,-,4746,peak936,NA,Tmem45b,NA,NA,NA,NA,FALSE,NA,intron,Tmem45b,1.4945742931102717e-7,-6.814543367936629,NA,NA,NA,NA,ENSMUSG00000041737,Q8VCZ2,235135
chr9,35090955,35091018,64,-,2674,peak940,NA,St3gal4,NA,NA,NA,NA,FALSE,NA,intron,St3gal4,9.043297267791312e-7,-7.877724194292527,NA,NA,NA,NA,ENSMUSG00000032038,Q91Y74,20443
chr9,64242192,64242242,51,-,1400,peak948,NA,Map2k1,NA,NA,NA,NA,FALSE,NA,intron,Map2k1,0.04698963116913698,-6.057296224974904,NA,NA,NA,NA,ENSMUSG00000004936,P31938,26395
chr9,113656115,113656163,49,-,913,peak955,Pdcd6ip,NA,NA,NA,NA,NA,FALSE,NA,exon,Pdcd6ip,0.002919514361574776,-2.4773083358401404,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-103-3p/107-3p, miR-103-3p/107-3p",ENSMUSG00000032504,Q9WU78,18571
chrX,75517127,75517173,47,+,3724,peak964,Vbp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vbp1,7.220120227018029e-10,-4.132999006699201,miR-141-3p,NA,NA,miR-375-3p,ENSMUSG00000031197,P61759,22327
chrX,109160496,109160565,70,+,3872,peak966,Sh3bgrl,Sh3bgrl,NA,NA,Sh3bgrl,NA,FALSE,NA,utr3,Sh3bgrl,3.6941983673700516e-5,-4.008681127692326,NA,NA,NA,NA,ENSMUSG00000031246 ENSMUSG00000028843 ENSMUSG00000032261,Q9JJU8 Q91VW3 Q8BG73,56726 73723 212531
chrX,151777708,151777761,54,+,2026,peak971,n-R5s13,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s13,1.5204237184632277e-4,-4.127100272303187,NA,NA,NA,miR-10-5p,ENSMUSG00000070219,"NA",NA
chr1,4836995,4837043,49,+,1727,peak985,Lypla1,Lypla1,NA,NA,RP24-426M1.3,NA,FALSE,NA,utr3,RP24-426M1.3,0.28855869884395485,1.0455265402275231,NA,NA,NA,NA,ENSMUSG00000104217,"NA",NA
chr1,12805197,12805252,56,+,2983,peak995,Sulf1,NA,NA,NA,NA,NA,FALSE,NA,exon,Sulf1,0.004951848610640829,4.600777412488936,miR-22-3p,NA,NA,NA,ENSMUSG00000016918,Q8K007,240725
chr1,24763073,24763136,64,+,4834,peak1022,Lmbrd1,NA,NA,NA,Lmbrd1,Lmbrd1,FALSE,NA,utr3,Lmbrd1,0.005262101925995116,4.6456086029906745,miR-23-3p,NA,NA,miR-671-5p,ENSMUSG00000073725,Q8K0B2,68421
chr1,34255601,34255653,53,+,9294,peak1035,NA,Dst,NA,NA,NA,NA,FALSE,NA,intron,Dst,0.00905945817137674,2.1190508844642086,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000026131 ENSMUSG00000042046 ENSMUSG00000015932,Q91ZU6 Q6XUX1 Q9R0P5,13518 213452 56431
chr1,34274163,34274216,54,+,2085,peak1037,Dst,Dst,NA,NA,NA,NA,FALSE,NA,exon,Dst,0.04582268954145312,1.9819686972267205,miR-484,NA,NA,miR-183-5p,ENSMUSG00000026131 ENSMUSG00000042046 ENSMUSG00000015932,Q91ZU6 Q6XUX1 Q9R0P5,13518 213452 56431
chr1,34307565,34307647,83,+,2205,peak1039,Dst,NA,NA,NA,Dst,NA,FALSE,NA,utr3,Dst,0.4317385693584373,-0.5749285488374203,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,miR-423-3p,NA,ENSMUSG00000026131 ENSMUSG00000042046 ENSMUSG00000015932,Q91ZU6 Q6XUX1 Q9R0P5,13518 213452 56431
chr1,34443439,34443487,49,+,1894,peak1040,Imp4,NA,NA,NA,Imp4,Imp4,FALSE,NA,utr3,Imp4,0.005576185257528518,4.436596393186719,NA,"miR-196-5p, let-7-5p/miR-98-5p, miR-146ab-5p",miR-30a-3p/30d-3p/30e-3p,NA,ENSMUSG00000026127,Q8VHZ7,27993
chr1,34860377,34860430,54,+,4161,peak1041,NA,Plekhb2,NA,Plekhb2,NA,NA,FALSE,NA,utr5*,Plekhb2,0.004247119937743483,4.709508499509425,NA,NA,NA,NA,ENSMUSG00000026123,Q9QZC7,226971
chr1,34877211,34877279,69,+,4247,peak1046,Plekhb2,NA,NA,NA,Plekhb2,NA,FALSE,NA,utr3,Plekhb2,0.03483243900535332,2.0698012718148067,miR-484,NA,NA,"miR-27-3p, miR-19-3p",ENSMUSG00000026123,Q9QZC7,226971
chr1,34878332,34878393,62,+,1374,peak1057,Plekhb2,Plekhb2,NA,NA,Plekhb2,NA,FALSE,NA,utr3,Plekhb2,0.18408603957553388,2.374924283246821,NA,NA,NA,"miR-10-5p, miR-29-3p",ENSMUSG00000026123,Q9QZC7,226971
chr1,34879047,34879114,68,+,1943,peak1062,Plekhb2,Plekhb2,NA,NA,Plekhb2,NA,FALSE,NA,utr3,Plekhb2,0.08911407495895486,2.3821609191436623,NA,NA,let-7-5p/miR-98-5p,NA,ENSMUSG00000026123,Q9QZC7,226971
chr1,34879292,34879352,61,+,2592,peak1064,Plekhb2,Plekhb2,NA,NA,Plekhb2,NA,FALSE,NA,utr3,Plekhb2,0.18601959885650557,1.4989789904423012,NA,miR-192-5p/215-5p,miR-221-3p/222-3p,NA,ENSMUSG00000026123,Q9QZC7,226971
chr1,34879480,34879529,50,+,3956,peak1066,Plekhb2,NA,NA,NA,Plekhb2,NA,FALSE,NA,utr3,Plekhb2,0.07669743422844533,1.6004761145198494,NA,miR-423-3p,NA,NA,ENSMUSG00000026123,Q9QZC7,226971
chr1,36105679,36105788,110,+,3223,peak1068,Hs6st1,NA,NA,NA,Hs6st1,NA,FALSE,NA,utr3,Hs6st1,5.6291575792675224e-6,-2.9091107113800128,miR-378a-5p,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-103-3p/107-3p, miR-192-5p/215-5p",ENSMUSG00000045216,Q9QYK5,50785
chr1,36472233,36472295,63,+,5721,peak1070,Cnnm4,NA,NA,NA,NA,NA,FALSE,NA,exon,Cnnm4,0.2348478028902527,0.8942046878502865,NA,"miR-29-3p, miR-29-3p",NA,NA,ENSMUSG00000037408,Q69ZF7,94220
chr1,36472512,36472574,63,+,8817,peak1072,Cnnm4,NA,NA,NA,NA,NA,FALSE,NA,exon,Cnnm4,0.0737582077152717,-0.9584497119522306,NA,NA,let-7-5p/miR-98-5p,miR-425-5p/489-3p,ENSMUSG00000037408,Q69ZF7,94220
chr1,36472661,36472724,64,+,9463,peak1073,Cnnm4,NA,NA,NA,NA,NA,FALSE,NA,exon,Cnnm4,2.892273816563003e-12,-3.641136105503643,miR-30-5p/384-5p,"miR-192-5p/215-5p, miR-378a-5p",NA,"miR-205-5p, miR-148-3p/152-3p",ENSMUSG00000037408,Q69ZF7,94220
chr1,36498479,36498530,52,+,1092,peak1079,Cnnm4,Cnnm4,NA,NA,NA,NA,FALSE,NA,exon,Cnnm4,5.016197535274667e-6,-3.3308378004784824,NA,NA,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-671-5p",ENSMUSG00000037408,Q69ZF7,94220
chr1,36692451,36692502,52,+,13177,peak1102,Cox5b,Cox5b,NA,NA,NA,NA,FALSE,NA,exon,Cox5b,0.30317345860441314,-0.5764073622903125,NA,"miR-22-3p, let-7-5p/miR-98-5p",NA,miR-196-5p,ENSMUSG00000061518,P19536,12859
chr1,37005476,37005527,52,+,7284,peak1104,n-R5s210,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s210,1.1794876009306028e-5,-3.461209539550616,NA,NA,NA,miR-10-5p,ENSMUSG00000095944,"NA",NA
chr1,37438732,37438782,51,+,1709,peak1105,Unc50,NA,NA,NA,NA,NA,FALSE,NA,exon,Unc50,0.09538734120656722,2.341667994074908,NA,miR-29-3p,NA,miR-148-3p/152-3p,ENSMUSG00000026111,Q9CQ61,67387
chr1,40743886,40743953,68,+,1983,peak1116,Slc9a2,NA,NA,NA,NA,NA,FALSE,NA,exon,Slc9a2,0.0759389156000936,2.4443189079568066,NA,"miR-652-3p, miR-19-3p, miR-130-3p/301-3p, miR-148-3p/152-3p",NA,NA,ENSMUSG00000026062,Q3ZAS0,226999
chr1,40768118,40768173,56,+,3301,peak1121,Slc9a2,NA,NA,NA,Slc9a2,NA,FALSE,NA,utr3,Slc9a2,0.3670100694159564,0.8388515010816152,NA,NA,miR-194-2-3p/6926-5p/7055-5p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000026062,Q3ZAS0,226999
chr1,40768427,40768499,73,+,4854,peak1124,Slc9a2,NA,NA,NA,Slc9a2,NA,FALSE,NA,utr3,Slc9a2,0.03545867538959046,1.8563408058365414,NA,NA,miR-205-5p,NA,ENSMUSG00000026062,Q3ZAS0,226999
chr1,40768618,40768673,56,+,2555,peak1126,Slc9a2,NA,NA,NA,Slc9a2,NA,FALSE,NA,utr3,Slc9a2,0.11929494936980117,1.9338623248182585,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000026062,Q3ZAS0,226999
chr1,40769065,40769117,53,+,2517,peak1131,Slc9a2,NA,NA,NA,Slc9a2,NA,FALSE,NA,utr3,Slc9a2,0.6302956659985761,0.555839822434031,miR-130-3p/301-3p,miR-19-3p,NA,"miR-194-5p, let-7-5p/miR-98-5p",ENSMUSG00000026062,Q3ZAS0,226999
chr1,43971634,43971689,56,+,5927,peak1135,Tpp2,NA,NA,NA,NA,NA,FALSE,NA,exon,Tpp2,0.043592164064255576,-1.1253024744757847,NA,let-7-5p/miR-98-5p,NA,"miR-378-3p, miR-196-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000041763,Q64514,22019
chr1,58756130,58756196,67,+,9117,peak1160,Cflar,NA,NA,NA,Cflar,Cflar,FALSE,NA,utr3,Cflar,0.015130894529470463,2.236090486749,miR-29-3p,NA,miR-194-2-3p/6926-5p/7055-5p,NA,ENSMUSG00000026031,O35732,12633
chr1,58833725,58833778,54,+,9697,peak1168,Casp8,Casp8,NA,NA,NA,NA,FALSE,NA,exon,Casp8,0.2507292013393528,-0.8087536670691972,miR-205-5p,miR-27-3p,NA,NA,ENSMUSG00000026029,O89110,12370
chr1,58994448,58994510,63,+,7378,peak1170,Stradb,NA,NA,NA,Stradb,Stradb,FALSE,NA,utr3,Stradb,0.5810384513886835,-0.47580751022798956,NA,"miR-26-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-185-5p",ENSMUSG00000026027,Q8K4T3,227154
chr1,59704788,59704836,49,+,23560,peak1173,Snord11,Nop58,NA,NA,NA,Nop58,FALSE,NA,utr3*,Nop58,0.29724140192874254,0.6583564055868514,NA,miR-146ab-5p,NA,NA,ENSMUSG00000026020,Q6DFW4,55989
chr1,59985226,59985283,58,+,3862,peak1185,Fam117b,NA,NA,NA,Fam117b,NA,FALSE,NA,utr3,Fam117b,0.0043642685360071815,4.604808472944569,NA,NA,NA,miR-200-3p/429-3p,ENSMUSG00000041040,Q3U3E2,72750
chr1,61786706,61786760,55,+,1798,peak1188,NA,Pard3b,NA,NA,NA,NA,FALSE,NA,intron,Pard3b,0.45628083852127455,0.7244213676758474,NA,NA,miR-194-5p,miR-181-5p,ENSMUSG00000052062,Q9CSB4,72823
chr1,62638138,62638195,58,+,2982,peak1192,Pard3b,NA,NA,NA,Pard3b,NA,FALSE,NA,utr3,Pard3b,0.02568394943682747,3.461353684831665,miR-26-5p,NA,NA,miR-361-5p,ENSMUSG00000052062,Q9CSB4,72823
chr1,62638616,62638675,60,+,3999,peak1193,Pard3b,NA,NA,NA,Pard3b,NA,FALSE,NA,utr3,Pard3b,0.7783118342704015,0.2960482356955466,miR-200-3p/429-3p,NA,miR-671-5p,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-33-5p, miR-23-3p",ENSMUSG00000052062,Q9CSB4,72823
chr1,63177771,63177822,52,+,3136,peak1195,Eef1b2,Eef1b2,NA,NA,Eef1b2,NA,FALSE,NA,utr3,Eef1b2,0.03795336963472281,2.0656907800086386,NA,miR-200-3p/429-3p,NA,NA,ENSMUSG00000025967,O70251,55949
chr1,74248131,74248176,46,+,8763,peak1211,Arpc2,Arpc2,NA,NA,NA,NA,FALSE,NA,exon,Arpc2,5.273689447951407e-4,5.094101682308514,NA,NA,NA,NA,ENSMUSG00000006304,Q9CVB6,76709
chr1,74248994,74249051,58,+,2974,peak1212,NA,Arpc2,NA,NA,NA,NA,FALSE,NA,intron,Arpc2,0.012652509023589166,3.7997079146367927,miR-194-5p,NA,NA,NA,ENSMUSG00000006304,Q9CVB6,76709
chr1,74251248,74251294,47,+,12728,peak1214,Arpc2,Arpc2,NA,NA,NA,NA,FALSE,NA,exon,Arpc2,0.00556028551995481,2.489791443263581,NA,NA,NA,NA,ENSMUSG00000006304,Q9CVB6,76709
chr1,74254838,74254890,53,+,9437,peak1215,Arpc2,NA,NA,NA,NA,NA,FALSE,NA,exon,Arpc2,0.011755002775011365,1.9131759971169355,NA,miR-362-5p,NA,"miR-501-5p, miR-196-5p, miR-186-5p",ENSMUSG00000006304,Q9CVB6,76709
chr1,74264376,74264441,66,+,1821,peak1221,Arpc2,NA,NA,NA,NA,NA,FALSE,NA,exon,Arpc2,0.7914615162661066,-0.25814506321727654,NA,NA,NA,miR-29-3p,ENSMUSG00000006304,Q9CVB6,76709
chr1,74418443,74418502,60,+,25985,peak1228,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.0047747824752105514,-1.4694058733705508,NA,miR-196-5p,NA,"miR-205-5p, miR-183-5p, miR-378-3p",ENSMUSG00000026175,Q62468,22349
chr1,74419563,74419609,47,+,2091,peak1230,Vil1,Vil1,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.1271977352180701,1.3900919869634734,NA,miR-671-5p,NA,NA,ENSMUSG00000026175,Q62468,22349
chr1,74421563,74421576,14,+,766,peak1235,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.44450670254281366,-0.6194527826769337,NA,NA,NA,NA,ENSMUSG00000026175,Q62468,22349
chr1,74421777,74421831,55,+,56525,peak1236,Vil1,Vil1,NA,NA,NA,NA,FALSE,NA,exon,Vil1,7.267710150896726e-4,1.4489691288605469,miR-194-5p,NA,NA,miR-141-5p/6769b-3p,ENSMUSG00000026175,Q62468,22349
chr1,74422930,74422982,53,+,4617,peak1237,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.48852523593706987,0.47138278661760197,miR-423-3p,NA,NA,NA,ENSMUSG00000026175,Q62468,22349
chr1,74423684,74423768,85,+,4596,peak1239,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.03401282940813796,-1.3818104403390923,NA,NA,NA,NA,ENSMUSG00000026175,Q62468,22349
chr1,74423932,74423992,61,+,2687,peak1241,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.07382371560464174,-1.2878922412291134,let-7-5p/miR-98-5p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-196-5p, miR-196-5p",ENSMUSG00000026175,Q62468,22349
chr1,74426691,74426737,47,+,2726,peak1244,Vil1,Vil1,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.32022265849138554,-0.7016288623180442,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,NA,"miR-103-3p/107-3p, miR-196-5p",ENSMUSG00000026175,Q62468,22349
chr1,74428116,74428172,57,+,101444,peak1247,Vil1,NA,NA,NA,NA,NA,FALSE,NA,exon,Vil1,0.10700363637971129,-0.7397331043865477,NA,NA,let-7-5p/miR-98-5p,NA,ENSMUSG00000026175,Q62468,22349
chr1,74435141,74435247,107,+,3559,peak1255,Vil1,NA,NA,NA,Vil1,NA,FALSE,NA,utr3,Vil1,0.18924453960633134,1.1157442640329067,NA,NA,NA,miR-186-5p,ENSMUSG00000026175,Q62468,22349
chr1,75146513,75146571,59,+,2029,peak1260,Fam134a,NA,NA,NA,Fam134a,Fam134a,FALSE,NA,utr3,Fam134a,0.1890086758620875,1.689868769162548,NA,NA,NA,miR-106-3p,ENSMUSG00000049339,Q6NS82,NA
chr1,78321923,78321972,50,+,6860,peak1261,NA,Sgpp2,NA,NA,NA,NA,FALSE,NA,intron,Sgpp2,3.290455513590833e-4,4.767544947083571,miR-23-3p,NA,NA,miR-151-3p,ENSMUSG00000032908,Q810K3,433323
chr1,78327286,78327337,52,+,1925,peak1262,NA,Sgpp2,NA,NA,NA,NA,FALSE,NA,intron,Sgpp2,0.03179012899683829,3.3332444643608667,miR-19-3p,NA,NA,"miR-27-3p, miR-17-5p/20-5p/93-5p/106-5p",ENSMUSG00000032908,Q810K3,433323
chr1,78417249,78417312,64,+,2234,peak1267,Sgpp2,NA,NA,NA,NA,NA,FALSE,NA,exon,Sgpp2,0.6224711625998052,-0.428149002902984,NA,NA,miR-200-3p/429-3p,"miR-185-5p, miR-375-3p",ENSMUSG00000032908,Q810K3,433323
chr1,78417612,78417676,65,+,3886,peak1271,Sgpp2,NA,NA,NA,Sgpp2,NA,FALSE,NA,utr3,Sgpp2,0.42322235274577685,-0.5678967072070552,miR-194-5p,NA,NA,NA,ENSMUSG00000032908,Q810K3,433323
chr1,78417777,78417835,59,+,2809,peak1273,Sgpp2,NA,NA,NA,Sgpp2,NA,FALSE,NA,utr3,Sgpp2,0.13715816665922131,1.6729691673068194,NA,NA,NA,NA,ENSMUSG00000032908,Q810K3,433323
chr1,78418201,78418283,83,+,2338,peak1277,Sgpp2,NA,NA,NA,Sgpp2,NA,FALSE,NA,utr3,Sgpp2,0.28965893266292436,1.0894044953701316,NA,miR-34-5p/449-5p,NA,miR-484,ENSMUSG00000032908,Q810K3,433323
chr1,78419962,78420023,62,+,2392,peak1282,Sgpp2,NA,NA,NA,Sgpp2,NA,FALSE,NA,utr3,Sgpp2,0.2502048465780219,1.3171460906699421,NA,NA,NA,NA,ENSMUSG00000032908,Q810K3,433323
chr1,78660989,78661034,46,+,1268,peak1283,NA,Acsl3,NA,NA,NA,NA,FALSE,NA,intron,Acsl3,0.03693938335480449,3.348977720968188,miR-141-3p,NA,let-7-5p/miR-98-5p,NA,ENSMUSG00000032883,Q9CZW4,74205
chr1,78667653,78667708,56,+,1415,peak1286,Utp14b,Acsl3,NA,NA,Utp14b,Utp14b,FALSE,NA,utr3,Utp14b,0.0074957539110195905,-2.3326807569284354,miR-34-5p/449-5p,NA,NA,NA,ENSMUSG00000079470,Q6EJB6,195434
chr1,78701419,78701467,49,+,8365,peak1298,Acsl3,Acsl3,NA,NA,NA,NA,FALSE,NA,exon,Acsl3,1.9625692675594403e-4,3.7205916331609434,miR-16-2-3p,NA,NA,miR-141-5p/6769b-3p,ENSMUSG00000032883,Q9CZW4,74205
chr1,78706259,78706343,85,+,2799,peak1302,Acsl3,NA,NA,NA,NA,NA,FALSE,NA,exon,Acsl3,0.06158658233516278,2.5884068809478777,NA,NA,NA,miR-24-3p,ENSMUSG00000032883,Q9CZW4,74205
chr1,78706425,78706485,61,+,53547,peak1303,Acsl3,NA,NA,NA,Acsl3,NA,FALSE,NA,utr3,Acsl3,0.9874787802812476,-0.014641754235905583,miR-26-5p,NA,NA,NA,ENSMUSG00000032883,Q9CZW4,74205
chr1,78706581,78706645,65,+,16554,peak1304,Acsl3,NA,NA,NA,Acsl3,NA,FALSE,NA,utr3,Acsl3,0.0024128300357766663,2.2056422910174946,NA,NA,NA,miR-27-3p,ENSMUSG00000032883,Q9CZW4,74205
chr1,82886384,82886434,51,+,2106,peak1309,Agfg1,Agfg1,NA,NA,NA,NA,FALSE,NA,exon,Agfg1,0.3913532002908089,0.8456788194726254,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,NA,miR-103-3p/107-3p,ENSMUSG00000026159,Q8K2K6,15463
chr1,82895389,82895450,62,+,2575,peak1311,Agfg1,NA,NA,NA,Agfg1,Agfg1,FALSE,NA,utr3,Agfg1,0.06991407190129105,2.556421557534045,NA,miR-1198-5p,miR-24-3p,"miR-194-5p, miR-17-5p/20-5p/93-5p/106-5p, miR-23-3p",ENSMUSG00000026159,Q8K2K6,15463
chr1,85850500,85850563,64,+,4227,peak1320,Cab39,NA,NA,NA,Cab39,Cab39,FALSE,NA,utr3,Cab39,0.010277114188707954,3.9672779496452444,miR-103-3p/107-3p,"miR-27-3p, miR-19-3p, miR-200-3p/429-3p",miR-340-5p,"miR-140-5p, miR-17-5p/20-5p/93-5p/106-5p",ENSMUSG00000036707,Q06138,12283
chr1,86305346,86305395,50,+,4517,peak1332,B3gnt7,NA,B3gnt7,NA,NA,NA,FALSE,NA,utr5,B3gnt7,0.008156885280547133,3.036066786614448,NA,NA,NA,NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306138,86306188,51,+,2214,peak1336,B3gnt7,NA,NA,NA,NA,NA,FALSE,NA,exon,B3gnt7,0.6405281638570978,0.4658950142174253,NA,NA,NA,"miR-423-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000079445,Q8K0J2,227327
chr1,86306269,86306317,49,+,4120,peak1337,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.3391949202125414,0.8374838517741443,NA,NA,NA,miR-205-5p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306372,86306424,53,+,19664,peak1338,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.3333171880526014,-0.5618742598951076,NA,NA,NA,"miR-192-5p/215-5p, miR-378-3p",ENSMUSG00000079445,Q8K0J2,227327
chr1,86306449,86306487,39,+,12965,peak1339,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.4898954152216767,-0.43907232991872985,NA,NA,miR-484,miR-484,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306524,86306572,49,+,13597,peak1340,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.8040813185271837,-0.15956555677636003,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306630,86306642,13,+,1953,peak1341,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.5505581386941532,-0.4598152821546477,NA,NA,NA,NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306696,86306734,39,+,12605,peak1342,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.7228285171266756,-0.20125324885179025,miR-185-5p,NA,NA,NA,ENSMUSG00000079445,Q8K0J2,227327
